date,channel,spend
2011-08-26,email,50.82
2011-08-27,search,230.3
2011-08-27,display,104.23
2011-08-27,social,44.18
2011-08-27,email,42.41
2011-08-28,search,251.51
2011-08-28,display,109.01
2011-08-28,social,45.75
2011-08-28,email,44.8
2011-08-29,search,271.68
2011-08-29,display,124.7
2011-08-29,social,52.51
2011-08-29,email,51.61
2011-08-30,search,240.62
2011-08-30,display,123.48
2011-08-30,social,46.9
2011-08-30,email,50.06
2011-08-31,search,263.59
2011-08-31,display,120.26
2011-08-31,social,53.62
2011-08-31,email,51.04
2011-09-01,search,267.22
2011-09-01,display,123.57
2011-09-01,social,49.54
2011-09-01,email,47.87
2011-09-02,search,284.2
2011-09-02,display,132.32
2011-09-02,social,50.3
2011-09-02,email,47.7
2011-09-03,search,253.5
2011-09-03,display,119.86
2011-09-03,social,40.76
2011-09-03,email,42.69
2011-09-04,search,261.83
2011-09-04,display,117.88
2011-09-04,social,41.73
2011-09-04,email,45.23
2011-09-05,search,271.18
2011-09-05,display,120.57
2011-09-05,social,53.83
2011-09-05,email,50.67
2011-09-06,search,278.97
2011-09-06,display,126.56
2011-09-06,social,48.51
2011-09-06,email,48.15
2011-09-07,search,262.65
2011-09-07,display,130.0
2011-09-07,social,46.88
2011-09-07,email,47.85
2011-09-08,search,288.1
2011-09-08,display,116.98
2011-09-08,social,52.71
2011-09-08,email,50.73
2011-09-09,search,268.88
2011-09-09,display,124.61
2011-09-09,social,48.35
2011-09-09,email,50.01
2011-09-10,search,260.01
2011-09-10,display,115.18
2011-09-10,social,46.82
2011-09-10,email,47.6
2011-09-11,search,237.24
2011-09-11,display,124.59
2011-09-11,social,46.0
2011-09-11,email,46.21
2011-09-12,search,283.23
2011-09-12,display,139.97
2011-09-12,social,46.61
2011-09-12,email,52.11
2011-09-13,search,282.38
2011-09-13,display,124.88
2011-09-13,social,51.13
2011-09-13,email,48.76
2011-09-14,search,273.01
2011-09-14,display,121.5
2011-09-14,social,46.87
2011-09-14,email,52.38
2011-09-15,search,284.76
2011-09-15,display,129.5
2011-09-15,social,51.38
2011-09-15,email,55.02
2011-09-16,search,249.07
2011-09-16,display,121.3
2011-09-16,social,55.07
2011-09-16,email,52.71
2011-09-17,search,256.2
2011-09-17,display,111.47
2011-09-17,social,43.43
2011-09-17,email,46.44
2011-09-18,search,251.49
2011-09-18,display,118.53
2011-09-18,social,43.2
2011-09-18,email,47.12
2011-09-19,search,278.4
2011-09-19,display,118.16
2011-09-19,social,54.05
2011-09-19,email,54.44
2011-09-20,search,229.99
2011-09-20,display,125.42
2011-09-20,social,53.09
2011-09-20,email,49.5
2011-09-21,search,297.73
2011-09-21,display,122.1
2011-09-21,social,46.68
2011-09-21,email,55.1
2011-09-22,search,297.96
2011-09-22,display,130.5
2011-09-22,social,53.29
2011-09-22,email,49.89
2011-09-23,search,280.0
2011-09-23,display,127.64
2011-09-23,social,52.95
2011-09-23,email,48.38
2011-09-24,search,253.35
2011-09-24,display,116.06
2011-09-24,social,50.63
2011-09-24,email,42.45
2011-09-25,search,275.67
2011-09-25,display,124.03
2011-09-25,social,46.18
2011-09-25,email,45.07
2011-09-26,search,285.08
2011-09-26,display,121.86
2011-09-26,social,49.72
2011-09-26,email,51.21
2011-09-27,search,306.25
2011-09-27,display,126.67
2011-09-27,social,52.97
2011-09-27,email,50.11
2011-09-28,search,277.91
2011-09-28,display,130.05
2011-09-28,social,51.5
2011-09-28,email,52.79
2011-09-29,search,265.76
2011-09-29,display,124.96
2011-09-29,social,46.39
2011-09-29,email,47.25
2011-09-30,search,290.3
2011-09-30,display,131.41
2011-09-30,social,54.98
2011-09-30,email,47.04
2011-10-01,search,250.63
2011-10-01,display,117.61
2011-10-01,social,46.43
2011-10-01,email,45.68
2011-10-02,search,236.92
2011-10-02,display,119.09
2011-10-02,social,45.0
2011-10-02,email,47.01
2011-10-03,search,287.6
2011-10-03,display,125.62
2011-10-03,social,55.14
2011-10-03,email,49.28
2011-10-04,search,283.9
2011-10-04,display,122.13
2011-10-04,social,54.54
2011-10-04,email,51.66
2011-10-05,search,293.83
2011-10-05,display,132.04
2011-10-05,social,51.92
2011-10-05,email,53.09
2011-10-06,search,282.07
2011-10-06,display,125.53
2011-10-06,social,53.69
2011-10-06,email,48.94
2011-10-07,search,269.84
2011-10-07,display,133.88
2011-10-07,social,49.29
2011-10-07,email,54.7
2011-10-08,search,258.67
2011-10-08,display,113.48
2011-10-08,social,42.73
2011-10-08,email,42.75
2011-10-09,search,269.59
2011-10-09,display,105.77
2011-10-09,social,47.54
2011-10-09,email,43.83
2011-10-10,search,295.03
2011-10-10,display,116.62
2011-10-10,social,50.1
2011-10-10,email,52.14
2011-10-11,search,277.86
2011-10-11,display,135.28
2011-10-11,social,52.25
2011-10-11,email,54.49
2011-10-12,search,282.31
2011-10-12,display,120.56
2011-10-12,social,56.65
2011-10-12,email,55.08
2011-10-13,search,316.63
2011-10-13,display,126.25
2011-10-13,social,53.69
2011-10-13,email,54.97
2011-10-14,search,280.74
2011-10-14,display,125.35
2011-10-14,social,52.46
2011-10-14,email,54.29
2011-10-15,search,255.94
2011-10-15,display,110.39
2011-10-15,social,49.16
2011-10-15,email,47.81
2011-10-16,search,261.91
2011-10-16,display,115.87
2011-10-16,social,41.49
2011-10-16,email,44.97
2011-10-17,search,298.05
2011-10-17,display,134.4
2011-10-17,social,52.56
2011-10-17,email,54.52
2011-10-18,search,281.18
2011-10-18,display,126.89
2011-10-18,social,53.17
2011-10-18,email,51.46
2011-10-19,search,306.18
2011-10-19,display,137.0
2011-10-19,social,50.13
2011-10-19,email,53.28
2011-10-20,search,288.19
2011-10-20,display,124.88
2011-10-20,social,47.39
2011-10-20,email,53.41
2011-10-21,search,285.38
2011-10-21,display,140.51
2011-10-21,social,59.05
2011-10-21,email,52.03
2011-10-22,search,251.54
2011-10-22,display,118.2
2011-10-22,social,47.79
2011-10-22,email,46.46
2011-10-23,search,264.16
2011-10-23,display,114.32
2011-10-23,social,48.86
2011-10-23,email,45.86
2011-10-24,search,297.12
2011-10-24,display,128.2
2011-10-24,social,54.87
2011-10-24,email,56.76
2011-10-25,search,283.52
2011-10-25,display,137.95
2011-10-25,social,54.35
2011-10-25,email,54.9
2011-10-26,search,276.5
2011-10-26,display,132.37
2011-10-26,social,50.27
2011-10-26,email,51.69
2011-10-27,search,280.14
2011-10-27,display,130.19
2011-10-27,social,51.01
2011-10-27,email,51.69
2011-10-28,search,270.56
2011-10-28,display,131.75
2011-10-28,social,56.1
2011-10-28,email,48.36
2011-10-29,search,272.03
2011-10-29,display,113.76
2011-10-29,social,48.08
2011-10-29,email,49.08
2011-10-30,search,260.45
2011-10-30,display,127.03
2011-10-30,social,48.89
2011-10-30,email,46.49
2011-10-31,search,287.82
2011-10-31,display,119.78
2011-10-31,social,55.53
2011-10-31,email,50.84
2011-11-01,search,383.68
2011-11-01,display,175.01
2011-11-01,social,69.7
2011-11-01,email,63.5
2011-11-02,search,396.86
2011-11-02,display,169.72
2011-11-02,social,71.44
2011-11-02,email,69.85
2011-11-03,search,410.28
2011-11-03,display,169.84
2011-11-03,social,66.29
2011-11-03,email,76.02
2011-11-04,search,405.23
2011-11-04,display,156.78
2011-11-04,social,66.9
2011-11-04,email,69.7
2011-11-05,search,326.53
2011-11-05,display,146.88
2011-11-05,social,56.62
2011-11-05,email,63.98
2011-11-06,search,367.8
2011-11-06,display,137.5
2011-11-06,social,63.51
2011-11-06,email,63.72
2011-11-07,search,396.49
2011-11-07,display,182.78
2011-11-07,social,61.04
2011-11-07,email,68.82
2011-11-08,search,355.61
2011-11-08,display,174.65
2011-11-08,social,59.43
2011-11-08,email,63.24
2011-11-09,search,417.15
2011-11-09,display,166.98
2011-11-09,social,72.57
2011-11-09,email,70.54
2011-11-10,search,373.59
2011-11-10,display,164.61
2011-11-10,social,66.34
2011-11-10,email,69.09
2011-11-11,search,386.06
2011-11-11,display,173.14
2011-11-11,social,69.57
2011-11-11,email,63.93
2011-11-12,search,338.26
2011-11-12,display,173.05
2011-11-12,social,62.48
2011-11-12,email,64.58
2011-11-13,search,366.4
2011-11-13,display,168.59
2011-11-13,social,59.22
2011-11-13,email,60.28
2011-11-14,search,362.23
2011-11-14,display,190.01
2011-11-14,social,68.81
2011-11-14,email,69.15
2011-11-15,search,363.92
2011-11-15,display,167.95
2011-11-15,social,68.27
2011-11-15,email,73.04
2011-11-16,search,376.86
2011-11-16,display,181.32
2011-11-16,social,59.79
2011-11-16,email,66.4
2011-11-17,search,383.14
2011-11-17,display,164.16
2011-11-17,social,69.87
2011-11-17,email,68.77
2011-11-18,search,386.28
2011-11-18,display,172.94
2011-11-18,social,72.05
2011-11-18,email,67.25
2011-11-19,search,349.9
2011-11-19,display,159.17
2011-11-19,social,68.03
2011-11-19,email,61.01
2011-11-20,search,370.57
2011-11-20,display,159.25
2011-11-20,social,63.12
2011-11-20,email,64.32
2011-11-21,search,350.69
2011-11-21,display,160.55
2011-11-21,social,67.27
2011-11-21,email,70.75
2011-11-22,search,411.93
2011-11-22,display,168.03
2011-11-22,social,74.32
2011-11-22,email,68.54
2011-11-23,search,377.77
2011-11-23,display,196.25
2011-11-23,social,64.17
2011-11-23,email,74.04
2011-11-24,search,380.03
2011-11-24,display,176.08
2011-11-24,social,68.78
2011-11-24,email,69.35
2011-11-25,search,392.39
2011-11-25,display,161.96
2011-11-25,social,68.17
2011-11-25,email,72.29
2011-11-26,search,341.9
2011-11-26,display,151.65
2011-11-26,social,64.81
2011-11-26,email,60.78
2011-11-27,search,327.23
2011-11-27,display,147.08
2011-11-27,social,68.47
2011-11-27,email,65.61
2011-11-28,search,402.96
2011-11-28,display,172.87
2011-11-28,social,71.37
2011-11-28,email,70.19
2011-11-29,search,404.8
2011-11-29,display,176.35
2011-11-29,social,68.64
2011-11-29,email,67.52
2011-11-30,search,390.23
2011-11-30,display,185.96
2011-11-30,social,69.37
2011-11-30,email,68.88
2011-12-01,search,416.53
2011-12-01,display,177.23
2011-12-01,social,70.23
2011-12-01,email,69.16
2011-12-02,search,395.18
2011-12-02,display,180.5
2011-12-02,social,73.46
2011-12-02,email,71.32
2011-12-03,search,346.28
2011-12-03,display,157.77
2011-12-03,social,67.0
2011-12-03,email,61.18
2011-12-04,search,375.48
2011-12-04,display,157.26
2011-12-04,social,66.23
2011-12-04,email,60.19
2011-12-05,search,388.77
2011-12-05,display,197.06
2011-12-05,social,70.91
2011-12-05,email,68.65
2011-12-06,search,368.66
2011-12-06,display,154.11
2011-12-06,social,69.68
2011-12-06,email,70.3
2011-12-07,search,392.96
2011-12-07,display,177.67
2011-12-07,social,72.32
2011-12-07,email,69.38
2011-12-08,search,427.26
2011-12-08,display,184.5
2011-12-08,social,65.71
2011-12-08,email,74.6
2011-12-09,search,404.39
2011-12-09,display,182.86
2011-12-09,social,70.92
2011-12-09,email,73.64
